user_id,anime_ids
345498,1691 1691 1691 1691 1691
284616,1691 1691 1691 1691 1691
221161,1691 1691 1691 1691 1691
44215,1691 1691 1691 1691 1691
276953,1691 1691 1691 1691 1691
244904,1691 1691 1691 1691 1691
64807,1691 1691 1691 1691 1691
287040,1691 1691 1691 1691 1691
111204,1691 1691 1691 1691 1691
190748,1691 1691 1691 1691 1691
169677,1691 1691 1691 1691 1691
270987,1691 1691 1691 1691 1691
277335,1691 1691 1691 1691 1691
277955,1691 1691 1691 1691 1691
260172,1691 1691 1691 1691 1691
118705,1691 1691 1691 1691 1691
270891,1691 1691 1691 1691 1691
239301,1691 1691 1691 1691 1691
323567,1691 1691 1691 1691 1691
208263,1691 1691 1691 1691 1691
154517,1691 1691 1691 1691 1691
85106,1691 1691 1691 1691 1691
164456,1691 1691 1691 1691 1691
114866,1691 1691 1691 1691 1691
145373,1691 1691 1691 1691 1691
299795,1691 1691 1691 1691 1691
352811,1691 1691 1691 1691 1691
94110,1691 1691 1691 1691 1691
323544,1691 1691 1691 1691 1691
260069,1691 1691 1691 1691 1691
165884,1691 1691 1691 1691 1691
341571,1691 1691 1691 1691 1691
56873,1691 1691 1691 1691 1691
251388,1691 1691 1691 1691 1691
258311,1691 1691 1691 1691 1691
242141,1691 1691 1691 1691 1691
290208,1691 1691 1691 1691 1691
201147,1691 1691 1691 1691 1691
251716,1691 1691 1691 1691 1691
53312,1691 1691 1691 1691 1691
102250,1691 1691 1691 1691 1691
71931,1691 1691 1691 1691 1691
271499,1691 1691 1691 1691 1691
87178,1691 1691 1691 1691 1691
35485,1691 1691 1691 1691 1691
212373,1691 1691 1691 1691 1691
127483,1691 1691 1691 1691 1691
139432,1691 1691 1691 1691 1691
328108,1691 1691 1691 1691 1691
310366,1691 1691 1691 1691 1691
165652,1691 1691 1691 1691 1691
172151,1691 1691 1691 1691 1691
271092,1691 1691 1691 1691 1691
223998,1691 1691 1691 1691 1691
74752,1691 1691 1691 1691 1691
52024,1691 1691 1691 1691 1691
107014,1691 1691 1691 1691 1691
151545,1691 1691 1691 1691 1691
319209,1691 1691 1691 1691 1691
174138,1691 1691 1691 1691 1691
108857,1691 1691 1691 1691 1691
201759,1691 1691 1691 1691 1691
135337,1691 1691 1691 1691 1691
150319,1691 1691 1691 1691 1691
4773,1691 1691 1691 1691 1691
187292,1691 1691 1691 1691 1691
302650,1691 1691 1691 1691 1691
286141,1691 1691 1691 1691 1691
122812,1691 1691 1691 1691 1691
337637,1691 1691 1691 1691 1691
341719,1691 1691 1691 1691 1691
316810,1691 1691 1691 1691 1691
284948,1691 1691 1691 1691 1691
28205,1691 1691 1691 1691 1691
284066,1691 1691 1691 1691 1691
226501,1691 1691 1691 1691 1691
179124,1691 1691 1691 1691 1691
80962,1691 1691 1691 1691 1691
37932,1691 1691 1691 1691 1691
352583,1691 1691 1691 1691 1691
81777,1691 1691 1691 1691 1691
50485,1691 1691 1691 1691 1691
199088,1691 1691 1691 1691 1691
203453,1691 1691 1691 1691 1691
18355,1691 1691 1691 1691 1691
321518,1691 1691 1691 1691 1691
130040,1691 1691 1691 1691 1691
95301,1691 1691 1691 1691 1691
294765,1691 1691 1691 1691 1691
167810,1691 1691 1691 1691 1691
126474,1691 1691 1691 1691 1691
152847,1691 1691 1691 1691 1691
156013,1691 1691 1691 1691 1691
227400,1691 1691 1691 1691 1691
219379,1691 1691 1691 1691 1691
275125,1691 1691 1691 1691 1691
180563,1691 1691 1691 1691 1691
156940,1691 1691 1691 1691 1691
106677,1691 1691 1691 1691 1691
194781,1691 1691 1691 1691 1691
278536,1691 1691 1691 1691 1691
233122,1691 1691 1691 1691 1691
261827,1691 1691 1691 1691 1691
55500,1691 1691 1691 1691 1691
319604,1691 1691 1691 1691 1691
125448,1691 1691 1691 1691 1691
16057,1691 1691 1691 1691 1691
272062,1691 1691 1691 1691 1691
55748,1691 1691 1691 1691 1691
192936,1691 1691 1691 1691 1691
53100,1691 1691 1691 1691 1691
198903,1691 1691 1691 1691 1691
321704,1691 1691 1691 1691 1691
321540,1691 1691 1691 1691 1691
227529,1691 1691 1691 1691 1691
23930,1691 1691 1691 1691 1691
140590,1691 1691 1691 1691 1691
312360,1691 1691 1691 1691 1691
107650,1691 1691 1691 1691 1691
25411,1691 1691 1691 1691 1691
320669,1691 1691 1691 1691 1691
66271,1691 1691 1691 1691 1691
158663,1691 1691 1691 1691 1691
341364,1691 1691 1691 1691 1691
215741,1691 1691 1691 1691 1691
183137,1691 1691 1691 1691 1691
255774,1691 1691 1691 1691 1691
316648,1691 1691 1691 1691 1691
238267,1691 1691 1691 1691 1691
207215,1691 1691 1691 1691 1691
130753,1691 1691 1691 1691 1691
251233,1691 1691 1691 1691 1691
308285,1691 1691 1691 1691 1691
76674,1691 1691 1691 1691 1691
26654,1691 1691 1691 1691 1691
161634,1691 1691 1691 1691 1691
60881,1691 1691 1691 1691 1691
109227,1691 1691 1691 1691 1691
67428,1691 1691 1691 1691 1691
290269,1691 1691 1691 1691 1691
218449,1691 1691 1691 1691 1691
298783,1691 1691 1691 1691 1691
34764,1691 1691 1691 1691 1691
328397,1691 1691 1691 1691 1691
15609,1691 1691 1691 1691 1691
315693,1691 1691 1691 1691 1691
84558,1691 1691 1691 1691 1691
243768,1691 1691 1691 1691 1691
181711,1691 1691 1691 1691 1691
93049,1691 1691 1691 1691 1691
351801,1691 1691 1691 1691 1691
122020,1691 1691 1691 1691 1691
249679,1691 1691 1691 1691 1691
10665,1691 1691 1691 1691 1691
6536,1691 1691 1691 1691 1691
88508,1691 1691 1691 1691 1691
314671,1691 1691 1691 1691 1691
30761,1691 1691 1691 1691 1691
338928,1691 1691 1691 1691 1691
220622,1691 1691 1691 1691 1691
172824,1691 1691 1691 1691 1691
115395,1691 1691 1691 1691 1691
270659,1691 1691 1691 1691 1691
348906,1691 1691 1691 1691 1691
10409,1691 1691 1691 1691 1691
47118,1691 1691 1691 1691 1691
38336,1691 1691 1691 1691 1691
252383,1691 1691 1691 1691 1691
161506,1691 1691 1691 1691 1691
29484,1691 1691 1691 1691 1691
283041,1691 1691 1691 1691 1691
206219,1691 1691 1691 1691 1691
219370,1691 1691 1691 1691 1691
309429,1691 1691 1691 1691 1691
240415,1691 1691 1691 1691 1691
198999,1691 1691 1691 1691 1691
63339,1691 1691 1691 1691 1691
200679,1691 1691 1691 1691 1691
344367,1691 1691 1691 1691 1691
332300,1691 1691 1691 1691 1691
309476,1691 1691 1691 1691 1691
226043,1691 1691 1691 1691 1691
316318,1691 1691 1691 1691 1691
228272,1691 1691 1691 1691 1691
157674,1691 1691 1691 1691 1691
165549,1691 1691 1691 1691 1691
84177,1691 1691 1691 1691 1691
181631,1691 1691 1691 1691 1691
228256,1691 1691 1691 1691 1691
223864,1691 1691 1691 1691 1691
97997,1691 1691 1691 1691 1691
287350,1691 1691 1691 1691 1691
204814,1691 1691 1691 1691 1691
208886,1691 1691 1691 1691 1691
7179,1691 1691 1691 1691 1691
234174,1691 1691 1691 1691 1691
337955,1691 1691 1691 1691 1691
159370,1691 1691 1691 1691 1691
96285,1691 1691 1691 1691 1691
236498,1691 1691 1691 1691 1691
4132,1691 1691 1691 1691 1691
184995,1691 1691 1691 1691 1691
176954,1691 1691 1691 1691 1691
308384,1691 1691 1691 1691 1691
42079,1691 1691 1691 1691 1691
290600,1691 1691 1691 1691 1691
261635,1691 1691 1691 1691 1691
17907,1691 1691 1691 1691 1691
22100,1691 1691 1691 1691 1691
219489,1691 1691 1691 1691 1691
335278,1691 1691 1691 1691 1691
95253,1691 1691 1691 1691 1691
158582,1691 1691 1691 1691 1691
73576,1691 1691 1691 1691 1691
247274,1691 1691 1691 1691 1691
261898,1691 1691 1691 1691 1691
54171,1691 1691 1691 1691 1691
327150,1691 1691 1691 1691 1691
99690,1691 1691 1691 1691 1691
348776,1691 1691 1691 1691 1691
20314,1691 1691 1691 1691 1691
121782,1691 1691 1691 1691 1691
277548,1691 1691 1691 1691 1691
59837,1691 1691 1691 1691 1691
237576,1691 1691 1691 1691 1691
192535,1691 1691 1691 1691 1691
198863,1691 1691 1691 1691 1691
327554,1691 1691 1691 1691 1691
223523,1691 1691 1691 1691 1691
60440,1691 1691 1691 1691 1691
251620,1691 1691 1691 1691 1691
32075,1691 1691 1691 1691 1691
58944,1691 1691 1691 1691 1691
147569,1691 1691 1691 1691 1691
42788,1691 1691 1691 1691 1691
79975,1691 1691 1691 1691 1691
84200,1691 1691 1691 1691 1691
129411,1691 1691 1691 1691 1691
11249,1691 1691 1691 1691 1691
122007,1691 1691 1691 1691 1691
222688,1691 1691 1691 1691 1691
297524,1691 1691 1691 1691 1691
151250,1691 1691 1691 1691 1691
137297,1691 1691 1691 1691 1691
283272,1691 1691 1691 1691 1691
179543,1691 1691 1691 1691 1691
117942,1691 1691 1691 1691 1691
187256,1691 1691 1691 1691 1691
107059,1691 1691 1691 1691 1691
163276,1691 1691 1691 1691 1691
79213,1691 1691 1691 1691 1691
71433,1691 1691 1691 1691 1691
258335,1691 1691 1691 1691 1691
147157,1691 1691 1691 1691 1691
136899,1691 1691 1691 1691 1691
245131,1691 1691 1691 1691 1691
305052,1691 1691 1691 1691 1691
247823,1691 1691 1691 1691 1691
270254,1691 1691 1691 1691 1691
311647,1691 1691 1691 1691 1691
262336,1691 1691 1691 1691 1691
327619,1691 1691 1691 1691 1691
130432,1691 1691 1691 1691 1691
64917,1691 1691 1691 1691 1691
205106,1691 1691 1691 1691 1691
294130,1691 1691 1691 1691 1691
294192,1691 1691 1691 1691 1691
90350,1691 1691 1691 1691 1691
192123,1691 1691 1691 1691 1691
781,1691 1691 1691 1691 1691
7137,1691 1691 1691 1691 1691
283704,1691 1691 1691 1691 1691
39938,1691 1691 1691 1691 1691
347192,1691 1691 1691 1691 1691
24789,1691 1691 1691 1691 1691
272989,1691 1691 1691 1691 1691
263096,1691 1691 1691 1691 1691
337135,1691 1691 1691 1691 1691
13423,1691 1691 1691 1691 1691
279837,1691 1691 1691 1691 1691
253744,1691 1691 1691 1691 1691
188096,1691 1691 1691 1691 1691
121938,1691 1691 1691 1691 1691
24725,1691 1691 1691 1691 1691
68627,1691 1691 1691 1691 1691
216807,1691 1691 1691 1691 1691
292011,1691 1691 1691 1691 1691
24990,1691 1691 1691 1691 1691
180069,1691 1691 1691 1691 1691
245056,1691 1691 1691 1691 1691
292157,1691 1691 1691 1691 1691
284268,1691 1691 1691 1691 1691
890,1691 1691 1691 1691 1691
209452,1691 1691 1691 1691 1691
279696,1691 1691 1691 1691 1691
35748,1691 1691 1691 1691 1691
226869,1691 1691 1691 1691 1691
86271,1691 1691 1691 1691 1691
110900,1691 1691 1691 1691 1691
105153,1691 1691 1691 1691 1691
10367,1691 1691 1691 1691 1691
254125,1691 1691 1691 1691 1691
249578,1691 1691 1691 1691 1691
31264,1691 1691 1691 1691 1691
13957,1691 1691 1691 1691 1691
272555,1691 1691 1691 1691 1691
271482,1691 1691 1691 1691 1691
248323,1691 1691 1691 1691 1691
142391,1691 1691 1691 1691 1691
79507,1691 1691 1691 1691 1691
230982,1691 1691 1691 1691 1691
132753,1691 1691 1691 1691 1691
316579,1691 1691 1691 1691 1691
87672,1691 1691 1691 1691 1691
17611,1691 1691 1691 1691 1691
8481,1691 1691 1691 1691 1691
351361,1691 1691 1691 1691 1691
44342,1691 1691 1691 1691 1691
194906,1691 1691 1691 1691 1691
297715,1691 1691 1691 1691 1691
68273,1691 1691 1691 1691 1691
58855,1691 1691 1691 1691 1691
73149,1691 1691 1691 1691 1691
43578,1691 1691 1691 1691 1691
346343,1691 1691 1691 1691 1691
16102,1691 1691 1691 1691 1691
75711,1691 1691 1691 1691 1691
261665,1691 1691 1691 1691 1691
90497,1691 1691 1691 1691 1691
127857,1691 1691 1691 1691 1691
78522,1691 1691 1691 1691 1691
123546,1691 1691 1691 1691 1691
229851,1691 1691 1691 1691 1691
322692,1691 1691 1691 1691 1691
32587,1691 1691 1691 1691 1691
126880,1691 1691 1691 1691 1691
325421,1691 1691 1691 1691 1691
268503,1691 1691 1691 1691 1691
53469,1691 1691 1691 1691 1691
176895,1691 1691 1691 1691 1691
286081,1691 1691 1691 1691 1691
239145,1691 1691 1691 1691 1691
290954,1691 1691 1691 1691 1691
26045,1691 1691 1691 1691 1691
324907,1691 1691 1691 1691 1691
267712,1691 1691 1691 1691 1691
349290,1691 1691 1691 1691 1691
305182,1691 1691 1691 1691 1691
45780,1691 1691 1691 1691 1691
144384,1691 1691 1691 1691 1691
62896,1691 1691 1691 1691 1691
186397,1691 1691 1691 1691 1691
347736,1691 1691 1691 1691 1691
5648,1691 1691 1691 1691 1691
323799,1691 1691 1691 1691 1691
112606,1691 1691 1691 1691 1691
22366,1691 1691 1691 1691 1691
292766,1691 1691 1691 1691 1691
255216,1691 1691 1691 1691 1691
226872,1691 1691 1691 1691 1691
186498,1691 1691 1691 1691 1691
204990,1691 1691 1691 1691 1691
50794,1691 1691 1691 1691 1691
191271,1691 1691 1691 1691 1691
78715,1691 1691 1691 1691 1691
15083,1691 1691 1691 1691 1691
345133,1691 1691 1691 1691 1691
70184,1691 1691 1691 1691 1691
337111,1691 1691 1691 1691 1691
125249,1691 1691 1691 1691 1691
74911,1691 1691 1691 1691 1691
183940,1691 1691 1691 1691 1691
297666,1691 1691 1691 1691 1691
96100,1691 1691 1691 1691 1691
43293,1691 1691 1691 1691 1691
168939,1691 1691 1691 1691 1691
337494,1691 1691 1691 1691 1691
188248,1691 1691 1691 1691 1691
9946,1691 1691 1691 1691 1691
171844,1691 1691 1691 1691 1691
341584,1691 1691 1691 1691 1691
17445,1691 1691 1691 1691 1691
160057,1691 1691 1691 1691 1691
77563,1691 1691 1691 1691 1691
191503,1691 1691 1691 1691 1691
151348,1691 1691 1691 1691 1691
127275,1691 1691 1691 1691 1691
71951,1691 1691 1691 1691 1691
278729,1691 1691 1691 1691 1691
264374,1691 1691 1691 1691 1691
297268,1691 1691 1691 1691 1691
37238,1691 1691 1691 1691 1691
45983,1691 1691 1691 1691 1691
11048,1691 1691 1691 1691 1691
14546,1691 1691 1691 1691 1691
187059,1691 1691 1691 1691 1691
23499,1691 1691 1691 1691 1691
199673,1691 1691 1691 1691 1691
125524,1691 1691 1691 1691 1691
277974,1691 1691 1691 1691 1691
36023,1691 1691 1691 1691 1691
39742,1691 1691 1691 1691 1691
93182,1691 1691 1691 1691 1691
23878,1691 1691 1691 1691 1691
175940,1691 1691 1691 1691 1691
156081,1691 1691 1691 1691 1691
93041,1691 1691 1691 1691 1691
295488,1691 1691 1691 1691 1691
174711,1691 1691 1691 1691 1691
69889,1691 1691 1691 1691 1691
350981,1691 1691 1691 1691 1691
135624,1691 1691 1691 1691 1691
58406,1691 1691 1691 1691 1691
177967,1691 1691 1691 1691 1691
121822,1691 1691 1691 1691 1691
162999,1691 1691 1691 1691 1691
154631,1691 1691 1691 1691 1691
41236,1691 1691 1691 1691 1691
45257,1691 1691 1691 1691 1691
223344,1691 1691 1691 1691 1691
89897,1691 1691 1691 1691 1691
178933,1691 1691 1691 1691 1691
90475,1691 1691 1691 1691 1691
33931,1691 1691 1691 1691 1691
196423,1691 1691 1691 1691 1691
106317,1691 1691 1691 1691 1691
207792,1691 1691 1691 1691 1691
348275,1691 1691 1691 1691 1691
65648,1691 1691 1691 1691 1691
302198,1691 1691 1691 1691 1691
16282,1691 1691 1691 1691 1691
262108,1691 1691 1691 1691 1691
152637,1691 1691 1691 1691 1691
98913,1691 1691 1691 1691 1691
31547,1691 1691 1691 1691 1691
316968,1691 1691 1691 1691 1691
172855,1691 1691 1691 1691 1691
302306,1691 1691 1691 1691 1691
156972,1691 1691 1691 1691 1691
307456,1691 1691 1691 1691 1691
16526,1691 1691 1691 1691 1691
23184,1691 1691 1691 1691 1691
169563,1691 1691 1691 1691 1691
307026,1691 1691 1691 1691 1691
241747,1691 1691 1691 1691 1691
290647,1691 1691 1691 1691 1691
338363,1691 1691 1691 1691 1691
189690,1691 1691 1691 1691 1691
30368,1691 1691 1691 1691 1691
14092,1691 1691 1691 1691 1691
140382,1691 1691 1691 1691 1691
323766,1691 1691 1691 1691 1691
182168,1691 1691 1691 1691 1691
238050,1691 1691 1691 1691 1691
38287,1691 1691 1691 1691 1691
158532,1691 1691 1691 1691 1691
10396,1691 1691 1691 1691 1691
12256,1691 1691 1691 1691 1691
237327,1691 1691 1691 1691 1691
103998,1691 1691 1691 1691 1691
300155,1691 1691 1691 1691 1691
206944,1691 1691 1691 1691 1691
119463,1691 1691 1691 1691 1691
276635,1691 1691 1691 1691 1691
68017,1691 1691 1691 1691 1691
141558,1691 1691 1691 1691 1691
140481,1691 1691 1691 1691 1691
107224,1691 1691 1691 1691 1691
305485,1691 1691 1691 1691 1691
323454,1691 1691 1691 1691 1691
208484,1691 1691 1691 1691 1691
117521,1691 1691 1691 1691 1691
133772,1691 1691 1691 1691 1691
349952,1691 1691 1691 1691 1691
57047,1691 1691 1691 1691 1691
100645,1691 1691 1691 1691 1691
236483,1691 1691 1691 1691 1691
110825,1691 1691 1691 1691 1691
44714,1691 1691 1691 1691 1691
29280,1691 1691 1691 1691 1691
290134,1691 1691 1691 1691 1691
33389,1691 1691 1691 1691 1691
155658,1691 1691 1691 1691 1691
283516,1691 1691 1691 1691 1691
16589,1691 1691 1691 1691 1691
110581,1691 1691 1691 1691 1691
251416,1691 1691 1691 1691 1691
264837,1691 1691 1691 1691 1691
140465,1691 1691 1691 1691 1691
206603,1691 1691 1691 1691 1691
341076,1691 1691 1691 1691 1691
182090,1691 1691 1691 1691 1691
175897,1691 1691 1691 1691 1691
116303,1691 1691 1691 1691 1691
241541,1691 1691 1691 1691 1691
41362,1691 1691 1691 1691 1691
315076,1691 1691 1691 1691 1691
332521,1691 1691 1691 1691 1691
31377,1691 1691 1691 1691 1691
292676,1691 1691 1691 1691 1691
283490,1691 1691 1691 1691 1691
162731,1691 1691 1691 1691 1691
150599,1691 1691 1691 1691 1691
110656,1691 1691 1691 1691 1691
309223,1691 1691 1691 1691 1691
308090,1691 1691 1691 1691 1691
130166,1691 1691 1691 1691 1691
160479,1691 1691 1691 1691 1691
123128,1691 1691 1691 1691 1691
225127,1691 1691 1691 1691 1691
231851,1691 1691 1691 1691 1691
130682,1691 1691 1691 1691 1691
152696,1691 1691 1691 1691 1691
51385,1691 1691 1691 1691 1691
314851,1691 1691 1691 1691 1691
147331,1691 1691 1691 1691 1691
301194,1691 1691 1691 1691 1691
11389,1691 1691 1691 1691 1691
204988,1691 1691 1691 1691 1691
201702,1691 1691 1691 1691 1691
89790,1691 1691 1691 1691 1691
126711,1691 1691 1691 1691 1691
58817,1691 1691 1691 1691 1691
223325,1691 1691 1691 1691 1691
120082,1691 1691 1691 1691 1691
165485,1691 1691 1691 1691 1691
278333,1691 1691 1691 1691 1691
103523,1691 1691 1691 1691 1691
85078,1691 1691 1691 1691 1691
259381,1691 1691 1691 1691 1691
44971,1691 1691 1691 1691 1691
100348,1691 1691 1691 1691 1691
196467,1691 1691 1691 1691 1691
297902,1691 1691 1691 1691 1691
325736,1691 1691 1691 1691 1691
212486,1691 1691 1691 1691 1691
234429,1691 1691 1691 1691 1691
187172,1691 1691 1691 1691 1691
152481,1691 1691 1691 1691 1691
349054,1691 1691 1691 1691 1691
90648,1691 1691 1691 1691 1691
68657,1691 1691 1691 1691 1691
149280,1691 1691 1691 1691 1691
133375,1691 1691 1691 1691 1691
227907,1691 1691 1691 1691 1691
29839,1691 1691 1691 1691 1691
236366,1691 1691 1691 1691 1691
33895,1691 1691 1691 1691 1691
94729,1691 1691 1691 1691 1691
298988,1691 1691 1691 1691 1691
318585,1691 1691 1691 1691 1691
217753,1691 1691 1691 1691 1691
163262,1691 1691 1691 1691 1691
263805,1691 1691 1691 1691 1691
86402,1691 1691 1691 1691 1691
73667,1691 1691 1691 1691 1691
299777,1691 1691 1691 1691 1691
151092,1691 1691 1691 1691 1691
328296,1691 1691 1691 1691 1691
252689,1691 1691 1691 1691 1691
294920,1691 1691 1691 1691 1691
31816,1691 1691 1691 1691 1691
272047,1691 1691 1691 1691 1691
209447,1691 1691 1691 1691 1691
107119,1691 1691 1691 1691 1691
3021,1691 1691 1691 1691 1691
141674,1691 1691 1691 1691 1691
301547,1691 1691 1691 1691 1691
261314,1691 1691 1691 1691 1691
223495,1691 1691 1691 1691 1691
299362,1691 1691 1691 1691 1691
78549,1691 1691 1691 1691 1691
207243,1691 1691 1691 1691 1691
197908,1691 1691 1691 1691 1691
301909,1691 1691 1691 1691 1691
304151,1691 1691 1691 1691 1691
242446,1691 1691 1691 1691 1691
173805,1691 1691 1691 1691 1691
76123,1691 1691 1691 1691 1691
108616,1691 1691 1691 1691 1691
148432,1691 1691 1691 1691 1691
117031,1691 1691 1691 1691 1691
120113,1691 1691 1691 1691 1691
103306,1691 1691 1691 1691 1691
128681,1691 1691 1691 1691 1691
272784,1691 1691 1691 1691 1691
1397,1691 1691 1691 1691 1691
325852,1691 1691 1691 1691 1691
172792,1691 1691 1691 1691 1691
200359,1691 1691 1691 1691 1691
302072,1691 1691 1691 1691 1691
270011,1691 1691 1691 1691 1691
289648,1691 1691 1691 1691 1691
322826,1691 1691 1691 1691 1691
193634,1691 1691 1691 1691 1691
264520,1691 1691 1691 1691 1691
208619,1691 1691 1691 1691 1691
88007,1691 1691 1691 1691 1691
251180,1691 1691 1691 1691 1691
49700,1691 1691 1691 1691 1691
243466,1691 1691 1691 1691 1691
186079,1691 1691 1691 1691 1691
252909,1691 1691 1691 1691 1691
125831,1691 1691 1691 1691 1691
33275,1691 1691 1691 1691 1691
109257,1691 1691 1691 1691 1691
53711,1691 1691 1691 1691 1691
234424,1691 1691 1691 1691 1691
310524,1691 1691 1691 1691 1691
176005,1691 1691 1691 1691 1691
57232,1691 1691 1691 1691 1691
180661,1691 1691 1691 1691 1691
286450,1691 1691 1691 1691 1691
217566,1691 1691 1691 1691 1691
293259,1691 1691 1691 1691 1691
342573,1691 1691 1691 1691 1691
43129,1691 1691 1691 1691 1691
97793,1691 1691 1691 1691 1691
225781,1691 1691 1691 1691 1691
172259,1691 1691 1691 1691 1691
270901,1691 1691 1691 1691 1691
13909,1691 1691 1691 1691 1691
150465,1691 1691 1691 1691 1691
297816,1691 1691 1691 1691 1691
306017,1691 1691 1691 1691 1691
350902,1691 1691 1691 1691 1691
244958,1691 1691 1691 1691 1691
242780,1691 1691 1691 1691 1691
246928,1691 1691 1691 1691 1691
210990,1691 1691 1691 1691 1691
336602,1691 1691 1691 1691 1691
252242,1691 1691 1691 1691 1691
339284,1691 1691 1691 1691 1691
258044,1691 1691 1691 1691 1691
12888,1691 1691 1691 1691 1691
209888,1691 1691 1691 1691 1691
341521,1691 1691 1691 1691 1691
24099,1691 1691 1691 1691 1691
41898,1691 1691 1691 1691 1691
314549,1691 1691 1691 1691 1691
113349,1691 1691 1691 1691 1691
138523,1691 1691 1691 1691 1691
231173,1691 1691 1691 1691 1691
209638,1691 1691 1691 1691 1691
145973,1691 1691 1691 1691 1691
41589,1691 1691 1691 1691 1691
330976,1691 1691 1691 1691 1691
210864,1691 1691 1691 1691 1691
87044,1691 1691 1691 1691 1691
166764,1691 1691 1691 1691 1691
340526,1691 1691 1691 1691 1691
335411,1691 1691 1691 1691 1691
265580,1691 1691 1691 1691 1691
345119,1691 1691 1691 1691 1691
37441,1691 1691 1691 1691 1691
297958,1691 1691 1691 1691 1691
217586,1691 1691 1691 1691 1691
158020,1691 1691 1691 1691 1691
8326,1691 1691 1691 1691 1691
201625,1691 1691 1691 1691 1691
67943,1691 1691 1691 1691 1691
206532,1691 1691 1691 1691 1691
41218,1691 1691 1691 1691 1691
237851,1691 1691 1691 1691 1691
31891,1691 1691 1691 1691 1691
267077,1691 1691 1691 1691 1691
244494,1691 1691 1691 1691 1691
239852,1691 1691 1691 1691 1691
144837,1691 1691 1691 1691 1691
338533,1691 1691 1691 1691 1691
152975,1691 1691 1691 1691 1691
325283,1691 1691 1691 1691 1691
56441,1691 1691 1691 1691 1691
130524,1691 1691 1691 1691 1691
265839,1691 1691 1691 1691 1691
230616,1691 1691 1691 1691 1691
222088,1691 1691 1691 1691 1691
77620,1691 1691 1691 1691 1691
344555,1691 1691 1691 1691 1691
96102,1691 1691 1691 1691 1691
50140,1691 1691 1691 1691 1691
61046,1691 1691 1691 1691 1691
116653,1691 1691 1691 1691 1691
6783,1691 1691 1691 1691 1691
346509,1691 1691 1691 1691 1691
145223,1691 1691 1691 1691 1691
88238,1691 1691 1691 1691 1691
201742,1691 1691 1691 1691 1691
170143,1691 1691 1691 1691 1691
218185,1691 1691 1691 1691 1691
297977,1691 1691 1691 1691 1691
302012,1691 1691 1691 1691 1691
83214,1691 1691 1691 1691 1691
337439,1691 1691 1691 1691 1691
217217,1691 1691 1691 1691 1691
58247,1691 1691 1691 1691 1691
14676,1691 1691 1691 1691 1691
165346,1691 1691 1691 1691 1691
276737,1691 1691 1691 1691 1691
330851,1691 1691 1691 1691 1691
229464,1691 1691 1691 1691 1691
182377,1691 1691 1691 1691 1691
136448,1691 1691 1691 1691 1691
219288,1691 1691 1691 1691 1691
36586,1691 1691 1691 1691 1691
148413,1691 1691 1691 1691 1691
273071,1691 1691 1691 1691 1691
97868,1691 1691 1691 1691 1691
211596,1691 1691 1691 1691 1691
298772,1691 1691 1691 1691 1691
82737,1691 1691 1691 1691 1691
77048,1691 1691 1691 1691 1691
195355,1691 1691 1691 1691 1691
120055,1691 1691 1691 1691 1691
33975,1691 1691 1691 1691 1691
278548,1691 1691 1691 1691 1691
53814,1691 1691 1691 1691 1691
68155,1691 1691 1691 1691 1691
89125,1691 1691 1691 1691 1691
94820,1691 1691 1691 1691 1691
